tweet_id,category
2039380267639710018,diplomatic-relational
2039349817948647662,diplomatic-relational
2039342411462083035,unclassified
2039342409264378154,religious-referential
2039333621870321701,diplomatic-relational
2036523538950008874,digital-influential
2036522428289941822,diplomatic-relational
2036473751894696190,diplomatic-relational
2036455495527956602,diplomatic-relational
2036446637115969905,diplomatic-relational
2036423283386495448,diplomatic-relational
2036415230255747177,diplomatic-relational
2036407737450365365,diplomatic-relational
2036407735080689983,diplomatic-relational
2036407732954091962,diplomatic-relational
2036374966346940533,diplomatic-relational
2036367918653645210,unclassified
2036359393910882438,diplomatic-relational
2036359390056312977,diplomatic-relational
2036359387070013902,digital-influential
2036359384809214364,diplomatic-relational
2036359382540177593,diplomatic-relational
2036359380321423508,diplomatic-relational
2036144697404539076,digital-influential
2036144695303090564,diplomatic-relational
2036144693189189752,unclassified
2036144691033288718,unclassified
2036144688885850179,unclassified
2036097749377020225,diplomatic-relational
2036091333996134545,unclassified
2036051063774527700,diplomatic-relational
2036050829644583080,diplomatic-relational
2036040966931398818,diplomatic-relational
2036040964423164372,diplomatic-relational
2035730224818557187,diplomatic-relational
2035730027870912797,digital-influential
2035719937168130507,diplomatic-relational
2035719505431720443,diplomatic-relational
2035369590478229737,digital-influential
2035365403698827477,diplomatic-relational
2035360028224299340,diplomatic-relational
2035360024982069305,diplomatic-relational
2035358569365725583,digital-influential
2035357031389880605,diplomatic-relational
2035356866587377679,diplomatic-relational
2031699154523877615,diplomatic-relational
2029292080875315542,diplomatic-relational
2029269985219297594,diplomatic-relational
2029246896062042528,diplomatic-relational
2029218148046471229,unclassified
2029193896794951731,unclassified
2029188533215223817,religious-referential
2029136016309883175,diplomatic-relational
2029134294115856660,digital-influential
2029129976201789839,unclassified
2029124439787618805,diplomatic-relational
2029120917943836737,diplomatic-relational
2029116260101898304,religious-referential
2029116258034032916,diplomatic-relational
2029116256041738362,digital-influential
2029116253885894714,unclassified
2029116251683881225,diplomatic-relational
2029116249385656735,digital-influential
2029116247124635827,digital-influential
2029116245002326334,digital-influential
2029116242976530926,digital-influential
2028882344288104927,diplomatic-relational
2028877669299900924,digital-influential
2028877666531594509,digital-influential
2028877663998189868,digital-influential
2028856396012466488,digital-influential
2028856120362831876,unclassified
2028855883829227546,unclassified
2028835283932938579,unclassified
2028830250915037347,unclassified
2028824905517568255,unclassified
2028822197931045261,diplomatic-relational
2028818667304112378,diplomatic-relational
2028779923075182777,diplomatic-relational
2028774885749875055,unclassified
2028770043014590632,diplomatic-relational
2028770040279970254,unclassified
2028770037327172048,digital-influential
2028770034571440522,unclassified
2028770032738611638,religious-referential
2028770030859514032,diplomatic-relational
2024561149250064422,diplomatic-relational
2024561146305662979,diplomatic-relational
2024561143671587012,diplomatic-relational
2024561141096337911,diplomatic-relational
2024561138349015271,digital-influential
2024561135882817675,digital-influential
2024561132464406587,unclassified
2024561129905877255,digital-influential
2024561126873452545,religious-referential
2024561124356870231,diplomatic-relational
2024561121622184137,diplomatic-relational
2024561119210410319,diplomatic-relational
2024561116249280988,digital-influential
2020450171008483334,diplomatic-relational
2020105260963099016,diplomatic-relational
2020101484407620058,diplomatic-relational
2020098968219246739,diplomatic-relational
2020095209862799456,digital-influential
2020095207543316495,diplomatic-relational
2020095205169307957,diplomatic-relational
2016500628852187608,diplomatic-relational
2016476347867287630,religious-referential
2016473832715096262,digital-influential
2016471012661969192,diplomatic-relational
2016458283742028185,diplomatic-relational
2016458281414234184,diplomatic-relational
2014615712938262842,diplomatic-relational
2014615710417477712,diplomatic-relational
2014408738174861472,diplomatic-relational
2014407716727328919,diplomatic-relational
2014405201609019581,diplomatic-relational
2014403099365199911,diplomatic-relational
2014403096856940867,digital-influential
2014403094462005646,diplomatic-relational
2014403091857334308,digital-influential
2014345730719441165,diplomatic-relational
2014344681828860010,diplomatic-relational
2014296262406004746,diplomatic-relational
2014296259901956098,diplomatic-relational
2014292980010758558,digital-influential
2014289691420561889,unclassified
2014289689017246060,diplomatic-relational
2014288880963575994,diplomatic-relational
2014046587253621096,unclassified
2014042812547998061,diplomatic-relational
2014040715706134687,digital-influential
2014017646841184355,diplomatic-relational
2014014633787482370,diplomatic-relational
2014014218551599153,digital-influential
2013977871459729577,diplomatic-relational
2013977820830044245,diplomatic-relational
2013927471843102853,religious-referential
2009602303259508952,diplomatic-relational
2009601045832368150,diplomatic-relational
2009598528084148403,diplomatic-relational
2009594407033647434,diplomatic-relational
2009286758572413417,diplomatic-relational
2009286682508709965,unclassified
2009235796034044150,diplomatic-relational
2009235603184079171,diplomatic-relational
2009235327526084664,digital-influential
2009235324871049460,digital-influential
2009235322241208399,diplomatic-relational
2009235319443591663,diplomatic-relational
2006031254374998351,diplomatic-relational
2006031031451942959,digital-influential
2006014009653252120,unclassified
2005982259841524056,diplomatic-relational
2005982037480710185,diplomatic-relational
2005696192324497735,unclassified
2005641164645642521,diplomatic-relational
2005640343849771402,diplomatic-relational
2005640341626712297,unclassified
1998466455445320019,diplomatic-relational
1998466092923330611,diplomatic-relational
1998465892443734145,diplomatic-relational
1998455094430650856,diplomatic-relational
1995511876277723519,diplomatic-relational
1995132614794211729,diplomatic-relational
1994786592809259314,digital-influential
1994786443055829261,diplomatic-relational
1991498273387946150,digital-influential
1991498270712213699,digital-influential
1991497476038357437,digital-influential
1991493808819695953,diplomatic-relational
1991492656254578724,digital-influential
1991489724133896672,unclassified
1991489719587266936,diplomatic-relational
1991489716340904100,digital-influential
1991489712964444422,diplomatic-relational
1991489708837183558,diplomatic-relational
1991489703200137690,diplomatic-relational
1991489172356644908,diplomatic-relational
1991489168971551078,diplomatic-relational
1991489166287217026,diplomatic-relational
1991489162998857759,diplomatic-relational
1991176608518938881,unclassified
1991172519588725118,religious-referential
1991160214263906466,digital-influential
1991159980532101319,diplomatic-relational
1991125399158313092,unclassified
1991091803160748293,diplomatic-relational
1971314826560590065,diplomatic-relational
1971312250011980106,digital-influential
1971310851157262659,diplomatic-relational
1971310845763387803,diplomatic-relational
1971310488802709719,diplomatic-relational
1971310379079700600,diplomatic-relational
1971310291628491188,diplomatic-relational
1971310120996065789,diplomatic-relational
1971310110153506986,diplomatic-relational
1971292510749372558,diplomatic-relational
1971288373219426520,diplomatic-relational
1971287023261528146,diplomatic-relational
1971287018639385067,diplomatic-relational
1971287014017474833,diplomatic-relational
1971287009323778407,diplomatic-relational
1971287000855593151,religious-referential
1971286996694786389,diplomatic-relational
1971285652621709580,diplomatic-relational
1971272897986777354,digital-influential
1971272893511151918,diplomatic-relational
1971271599035924765,diplomatic-relational
1971271592983351517,diplomatic-relational
1971270228072972441,diplomatic-relational
1971269667055345906,diplomatic-relational
1971269661221085296,diplomatic-relational
1971269192080031771,diplomatic-relational
1971269186912735725,diplomatic-relational
1971164403056672813,diplomatic-relational
1970992848846848389,diplomatic-relational
1970960328403157363,religious-referential
1970950731646763085,diplomatic-relational
1970939678678491283,diplomatic-relational
1970913066327142694,diplomatic-relational
1970863231976771890,unclassified
1970859974030234056,unclassified
1970854601143312759,unclassified
1970838696812593181,diplomatic-relational
1970838444185395228,digital-influential
1970833383740838225,diplomatic-relational
1970825695598092421,digital-influential
1966434894998892830,diplomatic-relational
1966185675004457127,unclassified
1966163668699316371,unclassified
1966162698288431428,unclassified
1966143229532729469,digital-influential
1966140748627161574,diplomatic-relational
1966140745561092586,diplomatic-relational
1966140741903614442,diplomatic-relational
1958470159741432247,digital-influential
1958469552011911310,digital-influential
1958469549558276415,digital-influential
1951253477465747499,diplomatic-relational
1951246941699903592,diplomatic-relational
1951241938805379242,diplomatic-relational
1948357962281480440,diplomatic-relational
1948357426362654731,digital-influential
1947999833383477565,diplomatic-relational
1947977837660582233,diplomatic-relational
1947977834661556229,diplomatic-relational
1947974515247452266,diplomatic-relational
1947974512668000322,diplomatic-relational
1947974253380620700,unclassified
1947966146784760081,diplomatic-relational
1947966144381358097,diplomatic-relational
1947963652327236033,diplomatic-relational
1947963649752011072,digital-influential
1947963287389299108,digital-influential
1947953436915650655,digital-influential
1947688930733920588,diplomatic-relational
1947688669017501959,diplomatic-relational
1947688519398281422,diplomatic-relational
1947589775034073210,diplomatic-relational
1945404350072865213,diplomatic-relational
1945124188244566146,unclassified
1945124068044284064,diplomatic-relational
1945123438466588722,diplomatic-relational
1945123023490580691,diplomatic-relational
1945122691251318975,digital-influential
1945122685454798887,diplomatic-relational
1945084033269960947,digital-influential
1944747097460240742,diplomatic-relational
1943976758073610621,diplomatic-relational
1943970655105433988,diplomatic-relational
1943970078493413520,diplomatic-relational
1942236085087568365,diplomatic-relational
1941781665589719077,diplomatic-relational
1941780407688794222,digital-influential
1941779588582903836,digital-influential
1941190761325920738,diplomatic-relational
1941149956779483304,digital-influential
1941129246673403927,digital-influential
1941117587590676693,diplomatic-relational
1941117471118753806,digital-influential
1941107496585920972,diplomatic-relational
1941107356470784100,diplomatic-relational
1941103981339504832,diplomatic-relational
1941103875810898408,diplomatic-relational
1941103699541078460,diplomatic-relational
1941097635185918283,diplomatic-relational
1941097632895832493,digital-influential
1941097630613856367,religious-referential
1941045450142020002,unclassified
1940733509536305236,diplomatic-relational
1940732251244773842,diplomatic-relational
1940731023354220685,unclassified
1940730841748881804,diplomatic-relational
1940405120816300435,diplomatic-relational
1940405115904733613,diplomatic-relational
1940403716215001120,diplomatic-relational
1940403395698786529,diplomatic-relational
1940388274133958791,diplomatic-relational
1940388270279385438,diplomatic-relational
1940388267259535562,diplomatic-relational
1940388263958642693,diplomatic-relational
1940345720369750178,digital-influential
1940345716083204131,diplomatic-relational
1940345712405053699,diplomatic-relational
1940345708898386010,diplomatic-relational
1940345702787276825,diplomatic-relational
1937482994815549879,diplomatic-relational
1937437109096255845,diplomatic-relational
1937436948458541350,diplomatic-relational
1937436945442857081,digital-influential
1937436942775320749,digital-influential
1937436940174790919,diplomatic-relational
1937390114201604145,diplomatic-relational
1937388896179917299,diplomatic-relational
1937281679061610773,digital-influential
1925913230993461274,diplomatic-relational
1925909035913535502,unclassified
1925907901756981603,diplomatic-relational
1925907195926814851,diplomatic-relational
1925864315216642063,unclassified
1925861470467686730,diplomatic-relational
1925860519342117002,diplomatic-relational
1923417177660575791,diplomatic-relational
1923379787545936203,diplomatic-relational
1923056423153393705,diplomatic-relational
1923030755476668625,diplomatic-relational
1923030585108205581,diplomatic-relational
1923030440895512806,diplomatic-relational
1923030151144628327,diplomatic-relational
1923028982313669059,religious-referential
1922984001771315627,diplomatic-relational
1922983364597879124,unclassified
1922974133219954987,diplomatic-relational
1920079442182808059,diplomatic-relational
1919713776405782641,diplomatic-relational
1919713569072980442,diplomatic-relational
1919710544853905431,diplomatic-relational
1919696546536226831,digital-influential
1919694271302496641,unclassified
1919694269020835884,diplomatic-relational
1919691723023761544,diplomatic-relational
1919011812349264210,digital-influential
1918994012234514716,diplomatic-relational
1918990262979706894,diplomatic-relational
1918666420180902339,diplomatic-relational
1918640644232536280,digital-influential
1918584167605903647,diplomatic-relational
1918583800772047064,diplomatic-relational
1915393333876174931,religious-referential
1915334056218087693,diplomatic-relational
1915333583583015302,diplomatic-relational
1915331927822737892,diplomatic-relational
1915326238891160051,diplomatic-relational
1915326235162366021,diplomatic-relational
1914993976454561900,diplomatic-relational
1914993807575200215,religious-referential
1914992076522999959,diplomatic-relational
1914992073398215031,diplomatic-relational
1914992068780339206,diplomatic-relational
1914990356950602156,unclassified
1914990352676577467,unclassified
1914990350176788891,diplomatic-relational
1914985166264537230,diplomatic-relational
1914981533976272950,diplomatic-relational
1912193544619540800,diplomatic-relational
1912193329649049933,diplomatic-relational
1912193083342745984,diplomatic-relational
1912192837086502966,diplomatic-relational
1907771926975500633,digital-influential
1907767538660098382,diplomatic-relational
1907764862144393532,diplomatic-relational
1907764859699101867,digital-influential
1907764856893141219,diplomatic-relational
1907764854494027789,diplomatic-relational
1907749670530773162,diplomatic-relational
1907748225550778690,diplomatic-relational
1907736719023059240,diplomatic-relational
1907736716389056728,diplomatic-relational
1907736713583005732,digital-influential
1907731148471672911,diplomatic-relational
1904836687240298581,digital-influential
1904836684920877512,digital-influential
1904836682446221375,diplomatic-relational
1904836680156053986,digital-influential
1904836677576908943,diplomatic-relational
1904836675190075548,digital-influential
1904836672627360036,diplomatic-relational
1904828172119740592,diplomatic-relational
1904646081738158488,digital-influential
1904646079502577875,unclassified
1904646077237637258,digital-influential
1900538059726188607,diplomatic-relational
1900538057146679696,diplomatic-relational
1900538054651052407,diplomatic-relational
1900538052491043277,diplomatic-relational
1898802249456890333,religious-referential
1898779627222389183,diplomatic-relational
1898779466672799908,unclassified
1898383929020670058,diplomatic-relational
1898329096934862879,diplomatic-relational
1898327586889167228,digital-influential
1898326365113332113,diplomatic-relational
1898326362345079261,diplomatic-relational
1898326359581077783,diplomatic-relational
1898326356821147732,diplomatic-relational
1898326352832467417,diplomatic-relational
1898045548122263857,diplomatic-relational
1898009847649493260,diplomatic-relational
1897990397986484339,diplomatic-relational
1897990395260551369,diplomatic-relational
1897990392370401374,diplomatic-relational
1897990389677625805,diplomatic-relational
1897990387295215911,diplomatic-relational
1897990385126818088,diplomatic-relational
1897989965474136412,digital-influential
1897586200329822454,diplomatic-relational
1897585048150245419,diplomatic-relational
1897584743329177666,diplomatic-relational
1897329734163616227,diplomatic-relational
1897291610867814629,digital-influential
1897238268330062155,diplomatic-relational
1897237860199145914,diplomatic-relational
1897206375786123579,religious-referential
1897206372929777996,diplomatic-relational
1896974553227915393,religious-referential
1896965617540063300,diplomatic-relational
1896965615069302801,diplomatic-relational
1896900333831671980,religious-referential
1896896228815708239,diplomatic-relational
1890307647670247688,diplomatic-relational
1890087939058893106,diplomatic-relational
1890080981132145063,diplomatic-relational
1890080970985902191,diplomatic-relational
1890014719169454487,diplomatic-relational
1890012857947001126,diplomatic-relational
1890012853828264063,diplomatic-relational
1887075599786647696,diplomatic-relational
1887041230019686521,diplomatic-relational
1886757768217948567,diplomatic-relational
1886753005942554800,diplomatic-relational
1886737480545603607,diplomatic-relational
1886724199550492856,diplomatic-relational
1886401753655988236,diplomatic-relational
1886394136040714311,diplomatic-relational
1886394132957970438,digital-influential
1886040439439995241,digital-influential
1886037015902183766,unclassified
1886019054579654718,digital-influential
1882394948982477007,diplomatic-relational
2075198164265505225,unclassified
2075198021373993337,religious-referential
2075197870307729764,diplomatic-relational
2075193418188288364,diplomatic-relational
2075193416317571579,diplomatic-relational
2075158267781910580,diplomatic-relational
2054874668465569901,diplomatic-relational
2054874666687189395,diplomatic-relational
2054874664971735390,diplomatic-relational
2054874663197483326,diplomatic-relational
2054874661435953493,diplomatic-relational
2054869580187914668,unclassified
2054865554289131821,diplomatic-relational
2054859088886956180,diplomatic-relational
2054856428586754477,diplomatic-relational
2054856426871210155,diplomatic-relational
2054853977385427151,unclassified
2054849857420943445,unclassified
2054606874117365907,diplomatic-relational
2054606869948227757,diplomatic-relational
2054599077459857482,diplomatic-relational
2054504675760804301,diplomatic-relational
2054499798003118221,unclassified
2054263587225706728,diplomatic-relational
2054260319870996746,diplomatic-relational
2054255401835602188,diplomatic-relational
2054255399721640333,diplomatic-relational
2043666548565397542,unclassified
2043631026946134169,digital-influential
2043621277328384471,diplomatic-relational
2043257069717934591,digital-influential
2042933948477587789,diplomatic-relational
2042635466701509097,diplomatic-relational
2042626407491387778,diplomatic-relational
2042615278127714802,diplomatic-relational
2042615274659070165,diplomatic-relational
2042557058239655985,unclassified
2042557055504908475,digital-influential
2042547533021397021,religious-referential
2042547530945249559,digital-influential
2042520710774689971,diplomatic-relational
2042510371630551401,diplomatic-relational
2042510369172734188,diplomatic-relational
2042280125597728798,diplomatic-relational
2042265025998377193,diplomatic-relational
2042255462821715993,unclassified
2042241560117473379,religious-referential
2042211171357409321,diplomatic-relational
2042199706961400174,unclassified
2042199702473523247,unclassified
2042199699050963330,diplomatic-relational
2042199693262827725,unclassified
2042199688699326963,diplomatic-relational
2042199684681187746,diplomatic-relational
2042199681199911312,unclassified
2042199678016430424,unclassified
2042199675562754550,diplomatic-relational
2042199671368495119,diplomatic-relational
2031712240743985428,religious-referential
2031708969236943057,diplomatic-relational
2031703015632076825,digital-influential
2031703013014773822,digital-influential
2021610799958016489,diplomatic-relational
2021610798146064562,digital-influential
2021600123764228192,diplomatic-relational
2021594799724286182,diplomatic-relational
2021541221886300341,diplomatic-relational
2021536816814338384,diplomatic-relational
2021432015275651483,diplomatic-relational
2021431760190570743,diplomatic-relational
2021431639386329506,religious-referential
2021304662482120961,unclassified
2021299309136810481,diplomatic-relational
2021299307396075684,digital-influential
2021243435621966083,unclassified
2021178582278734064,diplomatic-relational
2021174807900090558,diplomatic-relational
2021168139476598857,digital-influential
2020899696810582441,diplomatic-relational
2020876593221284202,digital-influential
2020798805537444307,diplomatic-relational
2020794280512561597,diplomatic-relational
2020460099438014658,digital-influential
2020455064708792384,unclassified
2009965222262649280,diplomatic-relational
2009962248618557805,diplomatic-relational
2009962246248751359,diplomatic-relational
2009961948365107474,diplomatic-relational
2009960232638955878,diplomatic-relational
2009922904709050725,diplomatic-relational
2009605426221027640,diplomatic-relational
2009605099220529222,unclassified
2009604826213273792,diplomatic-relational
2009604823692485032,diplomatic-relational
1998732153459450304,unclassified
1998643503354822829,diplomatic-relational
1998642245197779143,unclassified
1998641848857067524,diplomatic-relational
1998641707953643729,diplomatic-relational
1998466680998268977,diplomatic-relational
1966434909074981319,digital-influential
1966434903593029807,diplomatic-relational
1945742934319501691,diplomatic-relational
1945444261803000027,diplomatic-relational
1945444099839910188,diplomatic-relational
1945443914028302786,diplomatic-relational
1945418853766549924,diplomatic-relational
1945406610395820437,religious-referential
1923417183197057218,diplomatic-relational
1912450032613089455,digital-influential
1912450029568012467,diplomatic-relational
1912450027277988131,digital-influential
1912447908198105111,diplomatic-relational
1912447544954610072,diplomatic-relational
1912446800574788040,diplomatic-relational
1900555115523666367,diplomatic-relational
1900542933180269042,diplomatic-relational
1900541708246339670,diplomatic-relational
1900541705402618182,religious-referential
1900541702353424769,diplomatic-relational
1900541699757150432,diplomatic-relational
1900541696754266144,diplomatic-relational
1900541693641785543,digital-influential
1900541691062321533,diplomatic-relational
1890746633136304352,diplomatic-relational
1890744118701138286,diplomatic-relational
1890742858287898648,diplomatic-relational
1890740342842130494,digital-influential
1890737861894230044,diplomatic-relational
1890424399209148745,digital-influential
1890380013314228489,unclassified
1890379726478360649,digital-influential
1890379723773018329,diplomatic-relational
1890379721390653679,digital-influential
1890379717934506104,diplomatic-relational
1890311596443934894,diplomatic-relational
1890309754461049252,diplomatic-relational
1890308344524554467,diplomatic-relational
2075570753190449516,diplomatic-relational
2075567962119946464,diplomatic-relational
2075567642362966235,digital-influential
2075567437374787599,unclassified
2075567223326859337,unclassified
2075566677262029156,unclassified
2075566505098440903,diplomatic-relational
2075538271547846838,diplomatic-relational
2075532231724949913,digital-influential
2075528708689953269,diplomatic-relational
2075524330566365420,unclassified
2075244819622813906,diplomatic-relational
2075244814707093804,digital-influential
2075244812505166300,diplomatic-relational
2075240397350011252,diplomatic-relational
2075240393503863066,diplomatic-relational
2075202056512540824,unclassified
2075198639887065122,diplomatic-relational
2075198545632665907,diplomatic-relational
2075198463239758241,unclassified
2075198281383309769,diplomatic-relational
2069715403392344443,diplomatic-relational
2069710960940515755,diplomatic-relational
2069710958969098400,digital-influential
2069706138623307962,diplomatic-relational
2069706136618439116,digital-influential
2069706134705815837,digital-influential
2069705340212416846,diplomatic-relational
2069454182226989184,diplomatic-relational
2069448645678596300,unclassified
2069444618815717536,diplomatic-relational
2069440855732011061,digital-influential
2069365094765486588,diplomatic-relational
2069360565475279306,diplomatic-relational
2069356064374472795,diplomatic-relational
2069356062445011444,diplomatic-relational
2069353902672084999,diplomatic-relational
2069353900692451402,diplomatic-relational
2069348512093921766,diplomatic-relational
2069177972926423517,diplomatic-relational
2069177653869896162,diplomatic-relational
2069096827450741160,diplomatic-relational
2069093303987884084,diplomatic-relational
2069089352148234618,unclassified
2069050522284310582,diplomatic-relational
2069045489060954368,unclassified
2069039327196098698,digital-influential
2069039323232588137,diplomatic-relational
2069039321017966656,diplomatic-relational
2068611072349634691,diplomatic-relational
2068263335163052433,diplomatic-relational
2068261368252203303,diplomatic-relational
2067924603226177902,diplomatic-relational
2067920301568962660,diplomatic-relational
2067914206561571123,religious-referential
2067629851016642966,diplomatic-relational
2067599533924638778,unclassified
2060302881778262428,diplomatic-relational
2060297852459339822,diplomatic-relational
2060293822282908052,diplomatic-relational
2060288602127360499,digital-influential
2060288600198017291,diplomatic-relational
2060288598465732753,diplomatic-relational
2060288596397973738,digital-influential
2054919823428059387,diplomatic-relational
2054919820655624536,religious-referential
2054915885328945361,unclassified
2054912866394820939,diplomatic-relational
2054909342319559007,diplomatic-relational
2054907128565916021,unclassified
2054899463341117798,diplomatic-relational
2054899460560269499,unclassified
2054877302924677131,religious-referential
2054877300877897787,unclassified
2054877299082711154,unclassified
2054877297228857435,digital-influential
2039696854552576265,unclassified
2039693000364720515,diplomatic-relational
2039689807538835543,digital-influential
2039682257309565280,diplomatic-relational
2039674415630180490,religious-referential
2039648617963651195,diplomatic-relational
2039648614998278606,unclassified
2039648612330749961,diplomatic-relational
2039648609415651490,unclassified
2039648607003988061,diplomatic-relational
2039648604520948070,diplomatic-relational
2039648602239172937,diplomatic-relational
2039648599605211312,diplomatic-relational
2039648597302481324,digital-influential
2039648594894946793,diplomatic-relational
2039648589186568403,digital-influential
2039648584123941305,religious-referential
2039648581490024952,digital-influential
2039648578449072240,diplomatic-relational
2039648575915733443,religious-referential
2039648573508251763,digital-influential
2032015959356002730,diplomatic-relational
2032015957250445772,diplomatic-relational
2032015955178528852,diplomatic-relational
2031732374132736153,unclassified
2031724324072083750,diplomatic-relational
2031718029219013018,diplomatic-relational
2026292529302249599,diplomatic-relational
2026292277757546951,diplomatic-relational
2026285986263539860,diplomatic-relational
2026279694329671943,unclassified
2026272588784181427,digital-influential
2025980237511631026,diplomatic-relational
2025935426154909856,diplomatic-relational
2025931148141154440,diplomatic-relational
2025927373556764797,digital-influential
2025923597924221248,digital-influential
2025922129749749903,digital-influential
2025922127698792697,diplomatic-relational
2025916259905188208,diplomatic-relational
2025655778913472830,diplomatic-relational
2025226505106981262,digital-influential
2025223998615990680,diplomatic-relational
2025221472092889555,religious-referential
2025218955267523045,diplomatic-relational
2025216441352347863,diplomatic-relational
2025212036276179113,digital-influential
2025212024536314179,diplomatic-relational
2025212015774491051,diplomatic-relational
2025208888849518799,diplomatic-relational
2025208884529676735,diplomatic-relational
2024884547691663502,diplomatic-relational
2024854051129794940,diplomatic-relational
2024850275895312643,diplomatic-relational
2024847829366091819,diplomatic-relational
2024847824555241628,digital-influential
2024847819811512474,diplomatic-relational
2024843243591008701,diplomatic-relational
2024840426344087558,diplomatic-relational
2024840423622017309,digital-influential
2024836450936565906,unclassified
2024836448453558716,diplomatic-relational
2024836446037696651,digital-influential
2024830648460910780,religious-referential
2024830645650821553,digital-influential
2024830643079676370,diplomatic-relational
2024727653140631860,religious-referential
2019011133953184123,diplomatic-relational
2018682132634521799,religious-referential
2018676700138164674,diplomatic-relational
2018388950356725880,diplomatic-relational
2018382800102056384,digital-influential
2018382798181036530,diplomatic-relational
2018382796071358585,diplomatic-relational
2017285429180174636,religious-referential
2017281659503317211,diplomatic-relational
2017251356613161454,unclassified
2017250196720418982,diplomatic-relational
2017247680360071609,diplomatic-relational
2017240130340430065,diplomatic-relational
2017238872518770707,diplomatic-relational
2017234062134440119,diplomatic-relational
2017234059148083397,diplomatic-relational
2017234056149106825,diplomatic-relational
2017108888907354139,digital-influential
2016868934729761185,diplomatic-relational
2016868179499503774,digital-influential
2016862065181290571,diplomatic-relational
2016851321735807136,diplomatic-relational
2016848801739231417,diplomatic-relational
2016847836521041954,diplomatic-relational
2016847834377834900,diplomatic-relational
2016847832205119807,diplomatic-relational
2016847829881561382,diplomatic-relational
2016846812767014977,diplomatic-relational
2016845384165838906,digital-influential
2016845381544407294,diplomatic-relational
2016836099264462960,diplomatic-relational
2016836097049866619,diplomatic-relational
2016534229258293566,diplomatic-relational
2016527938510848152,diplomatic-relational
2016525422452789373,diplomatic-relational
2016521840034754950,unclassified
2011129183523762232,diplomatic-relational
2011103716339040494,diplomatic-relational
2011007815176110163,digital-influential
2011005297629032621,diplomatic-relational
2011002180581593248,diplomatic-relational
2010784900799250538,digital-influential
2010784898030899213,diplomatic-relational
2010784894998450253,diplomatic-relational
2010689011363594457,diplomatic-relational
2010689008989508034,diplomatic-relational
2010676366702973392,digital-influential
2010676364119322686,diplomatic-relational
2010676361627889968,diplomatic-relational
2010363512938487866,diplomatic-relational
2009965225098019093,diplomatic-relational
2001954551382118727,diplomatic-relational
2001892149798023436,diplomatic-relational
2001891939579523106,diplomatic-relational
1995872651177591113,digital-influential
1995872379579629913,diplomatic-relational
1995871702128230587,diplomatic-relational
1995871543541596654,diplomatic-relational
1995871540421034173,diplomatic-relational
1995871016632123474,diplomatic-relational
1995512418655707283,diplomatic-relational
1995512200627425762,digital-influential
1966794713387925853,digital-influential
1966576683336823269,diplomatic-relational
1966575507828601232,diplomatic-relational
1966547242585907549,diplomatic-relational
1966474576113664384,diplomatic-relational
1966472700857041345,diplomatic-relational
1966471670471778305,diplomatic-relational
1966434915961995703,diplomatic-relational
1966434913101533202,diplomatic-relational
1958510060922872222,diplomatic-relational
1958509851677430074,diplomatic-relational
1958509594134638624,diplomatic-relational
1958508610050269551,diplomatic-relational
1958471742222918127,diplomatic-relational
1958470894025859578,religious-referential
1958470890666004854,diplomatic-relational
1958470166024507596,digital-influential
1958470163398873587,diplomatic-relational
1952640291925557337,diplomatic-relational
1952640281582457182,unclassified
1952339300894314512,diplomatic-relational
1951616968152216039,diplomatic-relational
1951371051646197938,diplomatic-relational
1951360376987361360,diplomatic-relational
1951334599583272985,diplomatic-relational
1951334486211264517,digital-influential
1951331844596617339,diplomatic-relational
1951331089718431767,diplomatic-relational
1951330334844309861,diplomatic-relational
1951329579265826853,diplomatic-relational
1951329167552704518,religious-referential
1951328341467754891,diplomatic-relational
1951254082712145925,digital-influential
1945814455071175087,diplomatic-relational
1945743160291795183,unclassified
1937896066269253684,diplomatic-relational
1937894016705540514,diplomatic-relational
1937838254117507302,diplomatic-relational
1937837725194875377,diplomatic-relational
1937837140164923828,diplomatic-relational
1937833876996473199,diplomatic-relational
1937833667210125502,diplomatic-relational
1937833311872692232,diplomatic-relational
1937563700627493370,diplomatic-relational
1937563267578437660,diplomatic-relational
1937563040200667585,digital-influential
1937483461276667953,diplomatic-relational
1937482998087299358,diplomatic-relational
1929856628863431111,diplomatic-relational
1929525211835064700,diplomatic-relational
1929507576305103121,diplomatic-relational
1929504234124321008,digital-influential
1923418025308443109,diplomatic-relational
1923417878486831600,diplomatic-relational
1923417682356982056,diplomatic-relational
1923417188863562078,religious-referential
1916419835937853901,unclassified
1916417403757396190,diplomatic-relational
1916096167852839022,diplomatic-relational
1916092394941927440,diplomatic-relational
1916089876300370283,diplomatic-relational
1916087157313175623,diplomatic-relational
1915773747727913463,diplomatic-relational
1915773741520375829,diplomatic-relational
1915772528661762054,diplomatic-relational
1915764940696150409,diplomatic-relational
1915764937546153993,unclassified
1915764574118150366,diplomatic-relational
1915737248902873241,diplomatic-relational
1915719583467446327,diplomatic-relational
1908458000521818340,digital-influential
1908187189038481746,digital-influential
1908161383881162855,unclassified
1908160165750128791,diplomatic-relational
1908160161975255209,diplomatic-relational
1908158080757739924,diplomatic-relational
1908091705372324290,religious-referential
1908091695834796310,diplomatic-relational
1908091662246818042,diplomatic-relational
1907791025390637296,diplomatic-relational
1907790592500703594,digital-influential
1900594078032515335,diplomatic-relational
1900557529215893606,digital-influential
1900556271503483369,diplomatic-relational
1893256263233888437,religious-referential
