tweet_id,category
1195656657654755334,religious-referential
1195656655410749440,religious-referential
1195656652273455105,religious-referential
1195656649798799361,religious-referential
1173513226325254144,unclassified
1173218019566374917,diplomatic-relational
1173218017234358274,diplomatic-relational
1173218015002976257,diplomatic-relational
1173218011261669376,diplomatic-relational
1173218009529425923,diplomatic-relational
1173218006840893442,diplomatic-relational
1173218005268008967,diplomatic-relational
1173218002566881285,diplomatic-relational
1173217993611980800,diplomatic-relational
1173204271304777733,religious-referential
1173204269736124416,diplomatic-relational
1173204267546624000,diplomatic-relational
1172949380418211840,digital-influential
1172419763261198336,diplomatic-relational
1172130011521978369,diplomatic-relational
1172130009240276992,digital-influential
1172130002692952064,unclassified
1172129996615364608,religious-referential
1172129990600744960,diplomatic-relational
1172129983818608640,diplomatic-relational
1172129977346744320,religious-referential
1172129864855498755,diplomatic-relational
1171858865799016451,diplomatic-relational
1171858863966044160,diplomatic-relational
1171858861910872064,diplomatic-relational
1171858857964052480,religious-referential
1171858855489429504,diplomatic-relational
1160105773227225089,diplomatic-relational
1160105762007527429,diplomatic-relational
1159751525746565120,religious-referential
1159437467117936640,diplomatic-relational
1141710213780791303,religious-referential
1141710212598026240,diplomatic-relational
1141710210471464960,diplomatic-relational
1141709083109658629,religious-referential
1141709081973067778,diplomatic-relational
1141709079628439553,diplomatic-relational
1141708294228234242,religious-referential
1141708288503029760,religious-referential
1141083370522370049,diplomatic-relational
1141083368672636928,diplomatic-relational
1141083366843965440,diplomatic-relational
1141083365019455490,diplomatic-relational
1141083363132018689,diplomatic-relational
1141083361345245185,diplomatic-relational
1141083357075398656,unclassified
1141058255868846081,diplomatic-relational
1141058254166003712,diplomatic-relational
1141058250160463872,diplomatic-relational
1141049443711639552,unclassified
1140938145363615744,diplomatic-relational
1140711590502813696,religious-referential
1140711588552466432,religious-referential
1130926579574607873,unclassified
1130919332056326144,diplomatic-relational
1130835641397391360,religious-referential
1130760246799024129,unclassified
1130563974586601472,unclassified
1130398004735823874,unclassified
1130110865380913152,religious-referential
1130035566651858945,unclassified
1129857965610156033,digital-influential
1129801330367893505,diplomatic-relational
1129748473488691200,religious-referential
1129673227079442433,unclassified
1129416293399126017,diplomatic-relational
1129386089175633920,religious-referential
1129373537217728513,religious-referential
1129373533732265984,religious-referential
1129373528967589888,religious-referential
1129373525297565696,religious-referential
1129373513977094147,religious-referential
1129310732502425600,unclassified
1129142935474376704,diplomatic-relational
1129142931649159170,unclassified
1129142926108504071,diplomatic-relational
1129053899028148225,diplomatic-relational
1128948321580716032,unclassified
1128691679823835136,diplomatic-relational
1128631533273796610,religious-referential
1128586135591059457,unclassified
1128299356333932545,digital-influential
1128268996141355009,religious-referential
1128258716640456709,diplomatic-relational
1128258715314991104,diplomatic-relational
1128258713997979650,religious-referential
1128223729643937792,unclassified
1127966734793576448,diplomatic-relational
1127936809890209797,digital-influential
1127906621789753344,religious-referential
1127861342596157440,unclassified
1119888474482642944,diplomatic-relational
1119887928946319360,religious-referential
1119887417094365184,religious-referential
1119874930668179456,diplomatic-relational
1119546681157197824,digital-influential
1119286904447483904,unclassified
1119286901519933440,religious-referential
1119274255831711744,unclassified
1119274246696591361,religious-referential
1119268807288205312,digital-influential
1119268804561920001,religious-referential
1119268802389323776,religious-referential
1109086370725793792,diplomatic-relational
1109086367965945856,digital-influential
1109086363406815232,unclassified
1109059149634174976,unclassified
1108812004645572609,religious-referential
1108812000447156224,diplomatic-relational
1108693028703793152,unclassified
1108639633032794112,digital-influential
1108639631812247553,diplomatic-relational
1108639630604320769,unclassified
1108639629304102913,religious-referential
1108639628150620161,religious-referential
1108639626909093889,religious-referential
1108639624895873024,unclassified
1108635720321822720,digital-influential
1108635719122239488,diplomatic-relational
1108635717960429569,religious-referential
1108635716760801281,religious-referential
1108635715603218432,religious-referential
1108417386254921731,diplomatic-relational
1108417383075643393,diplomatic-relational
1108417379678257152,diplomatic-relational
1108417372057145346,diplomatic-relational
1108416769683845121,diplomatic-relational
1108416766135492615,unclassified
1108416761878200321,diplomatic-relational
1108416759298699264,religious-referential
1108416756551483392,unclassified
1108416750398439426,diplomatic-relational
1108378765695074309,diplomatic-relational
1108378760489943041,diplomatic-relational
1108365914334994432,unclassified
1108365861973315584,digital-influential
1097200003423109120,religious-referential
1097199999472013312,diplomatic-relational
1087426563107405824,diplomatic-relational
1087426558585913344,diplomatic-relational
1087426555641544709,religious-referential
1087426552193794048,religious-referential
1087426547177402368,diplomatic-relational
1087426485504348161,diplomatic-relational
1087424155983798273,diplomatic-relational
1087424147855151105,religious-referential
1087424144852029440,unclassified
1087424141572087808,diplomatic-relational
1087423446513082368,unclassified
1087258651621027840,diplomatic-relational
1087258648429105152,diplomatic-relational
1087258643928625152,diplomatic-relational
1087256756626046976,diplomatic-relational
1087256754935742464,digital-influential
1087256752205324288,diplomatic-relational
1087256749298630657,diplomatic-relational
1087256746937274368,religious-referential
1086684158313795584,unclassified
1086684156170518528,religious-referential
1086684154102775809,religious-referential
1086684152227876865,diplomatic-relational
1086684150277595136,diplomatic-relational
1086684147245035521,unclassified
1086275120945975298,diplomatic-relational
1086275117456474112,diplomatic-relational
1086275115338338304,diplomatic-relational
1086275112117006338,diplomatic-relational
1086275105863258114,diplomatic-relational
1085812259685728262,unclassified
1085531210275786753,diplomatic-relational
1085453945940660229,unclassified
1084788635248091136,diplomatic-relational
1084788634010746880,diplomatic-relational
1084788630562983936,unclassified
1084437850635096064,digital-influential
1084374497065648128,unclassified
1084374495853510656,diplomatic-relational
1084374492867104769,diplomatic-relational
1072928355861848066,diplomatic-relational
1072927450387103746,diplomatic-relational
1072927447564328962,diplomatic-relational
1065551809685671936,diplomatic-relational
1065201013546729473,digital-influential
1065197226224484352,diplomatic-relational
1065196473145528326,diplomatic-relational
1064880087814848512,diplomatic-relational
1064879739440111616,diplomatic-relational
1064879432807124993,diplomatic-relational
1064879149804863488,diplomatic-relational
1064878885978943488,diplomatic-relational
1064878560098189312,diplomatic-relational
1064878349632311297,diplomatic-relational
1064878152206508034,diplomatic-relational
1064877972878962688,diplomatic-relational
1064877699141914629,diplomatic-relational
1064877209654124545,diplomatic-relational
1064876987020468224,diplomatic-relational
1064530870864883713,digital-influential
1064530869237493762,diplomatic-relational
1064530867580796929,diplomatic-relational
1064530859712282624,diplomatic-relational
1064507617303805952,unclassified
1064507124699533312,religious-referential
1064506949302145024,digital-influential
1064506758662639616,unclassified
1064506600638038016,diplomatic-relational
1064506426574409729,diplomatic-relational
1063391538951200768,religious-referential
1063391537600565249,religious-referential
1063391536174559232,diplomatic-relational
1063391534522007553,religious-referential
1063391533297270784,diplomatic-relational
1063391530847797249,religious-referential
1054724957316546561,digital-influential
1054724955844366336,diplomatic-relational
1054724953898184705,religious-referential
1054724951155064832,diplomatic-relational
1054714119604133888,diplomatic-relational
1054714117838327809,diplomatic-relational
1054714116340899840,diplomatic-relational
1054714114893864960,diplomatic-relational
1054714113530757121,diplomatic-relational
1054714111135830016,diplomatic-relational
1054711782743425024,digital-influential
1054711774577156096,diplomatic-relational
1054711771687206913,digital-influential
1054707314052292608,diplomatic-relational
1054705231496396801,diplomatic-relational
1054704317956046848,religious-referential
1054703571189616640,religious-referential
1054702855565856768,diplomatic-relational
1054701193358913541,religious-referential
1054701189185634305,diplomatic-relational
1054701187369459712,digital-influential
1054701183032549376,diplomatic-relational
1054701166079152128,diplomatic-relational
1054701149012586496,diplomatic-relational
1054700667040923650,diplomatic-relational
1054698542453923840,diplomatic-relational
1054697369659469825,diplomatic-relational
1054696420303872000,diplomatic-relational
1054695394310008832,diplomatic-relational
1054692592967995392,diplomatic-relational
1054692590833074182,diplomatic-relational
1054692581953675264,digital-influential
1054692577033834497,religious-referential
1054692573531570176,diplomatic-relational
1054692142898016256,digital-influential
1054683974457614336,diplomatic-relational
1054683972872101889,diplomatic-relational
1054683971127308288,diplomatic-relational
1054683969579610112,diplomatic-relational
1054683966681169920,diplomatic-relational
1043194113041096705,diplomatic-relational
1043194110939672577,religious-referential
1043194108796456960,diplomatic-relational
1043194106086928385,diplomatic-relational
1043194101536051202,diplomatic-relational
1042397993889087488,diplomatic-relational
1042111455460577280,digital-influential
1041706591538569216,diplomatic-relational
1041706589764370432,digital-influential
1041706588044750850,religious-referential
1041706584802578433,digital-influential
1041689611733528577,diplomatic-relational
1041689610164817920,diplomatic-relational
1041689608344559616,diplomatic-relational
1041689606629089284,religious-referential
1041689605089714181,diplomatic-relational
1041689597468712960,diplomatic-relational
1041685788369534976,diplomatic-relational
1041685786620510208,diplomatic-relational
1041685785056092161,digital-influential
1041685783290277889,unclassified
1041685776059260929,unclassified
1041611464342159361,religious-referential
1041611462781947904,digital-influential
1041611461259341824,diplomatic-relational
1041611459745263616,religious-referential
1041611458247905280,diplomatic-relational
1041611455433400320,diplomatic-relational
1041333497854681090,digital-influential
1041303354721415170,digital-influential
1041273113428799488,digital-influential
1041259436478791680,diplomatic-relational
1041259433681211392,digital-influential
1041259432058019840,religious-referential
1041259430443139072,digital-influential
1041259424088772609,diplomatic-relational
1041259421127593984,digital-influential
1041259417965129728,unclassified
1041241301994426368,digital-influential
1041054907204288514,diplomatic-relational
1022126646848114688,digital-influential
1022126644008558593,diplomatic-relational
1021514351499517953,religious-referential
1021514348693520385,diplomatic-relational
1021514344285261825,religious-referential
1021344757681999872,religious-referential
1021344755786141697,diplomatic-relational
1021344752241954816,diplomatic-relational
1021343980624150528,religious-referential
1021343978975825920,digital-influential
1021343975993757698,religious-referential
1021137077646299138,diplomatic-relational
1021137074664235008,unclassified
1021137070776037381,unclassified
1021137030347218945,diplomatic-relational
1021136941415354368,diplomatic-relational
1020419443023806464,diplomatic-relational
1020419441245421568,diplomatic-relational
1020419438653460480,diplomatic-relational
1020418540229341184,religious-referential
1020418537649778688,religious-referential
1020418535942737920,diplomatic-relational
1020418532541124608,diplomatic-relational
1020269725044142080,diplomatic-relational
1020269723244814336,diplomatic-relational
1020269721361494016,diplomatic-relational
1020269718379401217,unclassified
1019700870982832130,diplomatic-relational
1019698351477010432,diplomatic-relational
1019695734000627717,diplomatic-relational
1019688964683378688,diplomatic-relational
1019687390644973568,diplomatic-relational
1019687282029326336,diplomatic-relational
1019687188504735745,diplomatic-relational
1019687028508839943,diplomatic-relational
1019649896159371268,digital-influential
1019647261826011137,diplomatic-relational
1019646986914615296,diplomatic-relational
1019646740788666369,unclassified
1019646423825035264,religious-referential
1009710447065432064,diplomatic-relational
1009710445710725121,unclassified
1009710443127099392,unclassified
1008127172320604160,religious-referential
1008127168650579973,religious-referential
1007668116212584449,digital-influential
1007668113612136448,digital-influential
1007668110604820480,diplomatic-relational
1007668106653814790,unclassified
1000451502899687424,digital-influential
1000428854278750210,religious-referential
1000409587567259648,diplomatic-relational
1000394879564906496,religious-referential
1000379443318321152,religious-referential
1000379426574659590,religious-referential
1000379416403431424,religious-referential
1000379385382428673,religious-referential
1000379352247422976,religious-referential
1000379341811998721,digital-influential
1000379335709286405,religious-referential
1000364894854832129,digital-influential
1000364887154012161,unclassified
1000364883492384768,unclassified
1000364879184834560,digital-influential
1000360915781472261,unclassified
1000270311391154176,unclassified
1000172163092090881,unclassified
1000089126731993088,digital-influential
1000066467440840705,religious-referential
1000028716758589440,digital-influential
999998524489125889,unclassified
999998086008201217,diplomatic-relational
999998084548628480,religious-referential
999998082556284929,unclassified
999998080668852224,diplomatic-relational
999998071101673475,diplomatic-relational
999994467997364225,diplomatic-relational
999994459034136576,digital-influential
999907926700634112,unclassified
999787127138381824,unclassified
999726728179142656,digital-influential
999720349150449665,religious-referential
999720346503786496,diplomatic-relational
999720344532512774,unclassified
999704082150449152,religious-referential
999670106220367872,digital-influential
999636131925737472,unclassified
999630420458295297,diplomatic-relational
999630414745620483,diplomatic-relational
988166241734004742,diplomatic-relational
988165006389858305,diplomatic-relational
988165004137521152,diplomatic-relational
988137400596598784,religious-referential
988137393822879744,diplomatic-relational
988137360230633472,digital-influential
988137334850846720,digital-influential
988137297190293505,diplomatic-relational
988137267897225216,digital-influential
988060269078302721,unclassified
978678102955085826,unclassified
978353082076680194,religious-referential
978353080319307776,diplomatic-relational
978353078683529216,diplomatic-relational
978353075810455555,religious-referential
978315809125814274,unclassified
978274636906618880,diplomatic-relational
978274630774423552,diplomatic-relational
978274617851875328,diplomatic-relational
978271035958136834,religious-referential
978271029268221952,diplomatic-relational
978252245895610368,digital-influential
978252241936289795,unclassified
978250961889132544,religious-referential
978250960588984320,diplomatic-relational
978250957556469760,diplomatic-relational
978226218012217344,diplomatic-relational
978226216376373248,religious-referential
978226214770003968,diplomatic-relational
978198270978805760,diplomatic-relational
978198267669417984,diplomatic-relational
978198266134200321,digital-influential
978198264595009537,diplomatic-relational
978198261566705664,digital-influential
977998668468023296,unclassified
977915973641654273,diplomatic-relational
977915971657707520,unclassified
977915969271148544,diplomatic-relational
977915965932556288,diplomatic-relational
977915963625656322,diplomatic-relational
977915953433468930,religious-referential
977915944453451776,diplomatic-relational
977915936945655808,diplomatic-relational
977915930851381250,religious-referential
977915925260271617,diplomatic-relational
977893004622155777,unclassified
977590974812708864,unclassified
977552437417529344,religious-referential
977268424698187776,unclassified
966338252734115841,diplomatic-relational
966338250074927105,diplomatic-relational
966338246652375043,diplomatic-relational
966338242890039296,religious-referential
966305893766791169,digital-influential
966305892416311297,unclassified
966305890465910784,digital-influential
966305887815176195,religious-referential
966263810217730055,unclassified
966263808691003393,diplomatic-relational
966263807252328448,diplomatic-relational
956970927149015040,diplomatic-relational
956970924636557313,diplomatic-relational
956970921784479744,diplomatic-relational
956970919423078400,digital-influential
956960735627800576,diplomatic-relational
956932169296949248,unclassified
956614338260979714,diplomatic-relational
956614336323162113,diplomatic-relational
956614334528000000,diplomatic-relational
956614332883841030,diplomatic-relational
956614331004805121,diplomatic-relational
956604695535079424,religious-referential
956604693727375363,diplomatic-relational
956604692204748800,diplomatic-relational
956602854541840385,digital-influential
956587848207097858,unclassified
956120456221876224,unclassified
956120454481285120,diplomatic-relational
956120452413493248,diplomatic-relational
956120450416947200,digital-influential
956120447921291264,diplomatic-relational
956120446197555200,diplomatic-relational
956120444049985536,digital-influential
956114591397838848,diplomatic-relational
956114588965261312,diplomatic-relational
956114586410897408,diplomatic-relational
956114584569634816,diplomatic-relational
956114582120095745,diplomatic-relational
956114578135552000,diplomatic-relational
955825150812975105,diplomatic-relational
955802686565138432,diplomatic-relational
955790275263295488,diplomatic-relational
955726821596762112,diplomatic-relational
955515708766605312,diplomatic-relational
955485386284912640,diplomatic-relational
955470150400135173,digital-influential
955440127614115840,unclassified
955410144459927553,diplomatic-relational
955393081892855808,diplomatic-relational
955393080206790656,digital-influential
935266987231424513,unclassified
935251899334451201,diplomatic-relational
935236803128205312,religious-referential
935229242408886272,religious-referential
935214138145607680,diplomatic-relational
935191502061555712,unclassified
935180667607846912,digital-influential
935176413111500800,unclassified
935161301206224898,religious-referential
935160032831848448,digital-influential
935146208821108736,unclassified
935128082436026368,diplomatic-relational
935124799847837697,digital-influential
935085792145260544,digital-influential
935081515989504000,digital-influential
935055596415356928,religious-referential
935040496048787458,digital-influential
935025395040169984,religious-referential
934979847197040640,digital-influential
934969052832952321,diplomatic-relational
934968622145048577,diplomatic-relational
934889502568366080,diplomatic-relational
934881951000903680,religious-referential
934874412213587969,religious-referential
934866849811935232,unclassified
934859300517789696,religious-referential
934851749810118656,unclassified
934844206195109888,diplomatic-relational
934836654333763584,religious-referential
934821554613096448,religious-referential
934818280153399296,digital-influential
934814013875142656,religious-referential
934798914347290626,religious-referential
934797645222162432,digital-influential
934783816727777283,religious-referential
934768726016106497,religious-referential
934762663275511813,digital-influential
934753249848168449,unclassified
934738512003317760,unclassified
934723411124908032,diplomatic-relational
924214161852203009,unclassified
924208874491711488,digital-influential
924199061397364736,diplomatic-relational
924183963928858626,diplomatic-relational
924153760208826368,unclassified
924138658449457153,religious-referential
924102923398742017,digital-influential
924032978484957184,religious-referential
924017874565566465,religious-referential
924010314198171649,religious-referential
923995215152562177,religious-referential
923987671231246336,unclassified
923980119823278080,diplomatic-relational
923972564250005504,diplomatic-relational
923965028666970112,diplomatic-relational
923957476323745794,unclassified
923950170181701632,digital-influential
923949916023537665,religious-referential
923942382344609792,unclassified
923930538380890112,digital-influential
923927271374647297,unclassified
923912181170581504,religious-referential
923897081403621377,unclassified
923894299250626560,digital-influential
923881970106544128,religious-referential
923866869559214081,religious-referential
913523716817960960,religious-referential
913516172192104448,unclassified
913508623074041856,unclassified
913493523143331845,unclassified
913470873423585282,unclassified
913455772507324416,religious-referential
913448721022627840,digital-influential
913440669988876288,unclassified
913433117603622912,religious-referential
913429344256692225,digital-influential
913418024245501952,unclassified
913414001643671552,unclassified
913402942329315328,diplomatic-relational
913390586941591552,digital-influential
913387831090864133,diplomatic-relational
913372728605908992,diplomatic-relational
913357619703693312,religious-referential
913342525758246912,digital-influential
913338996465561600,digital-influential
913327422489186305,religious-referential
913312323787415552,religious-referential
913297223902928896,unclassified
913282131798802432,religious-referential
913226505387413504,digital-influential
913161326767300609,religious-referential
913153779733688320,unclassified
913138679979356160,unclassified
913131128877404162,unclassified
913123584884781057,diplomatic-relational
913116035548450816,religious-referential
913100928441622533,religious-referential
913093388693520386,unclassified
913086835877830657,digital-influential
913085832445218816,unclassified
913078286971895808,religious-referential
913070762113642497,unclassified
913067207319592960,digital-influential
913055635255705601,diplomatic-relational
913040530656739328,unclassified
913028452051189760,digital-influential
902567020557869056,digital-influential
902546398356353024,diplomatic-relational
902546391129399296,unclassified
902531287474372610,digital-influential
902523987451822081,digital-influential
902516185501241344,religious-referential
902504902420811776,diplomatic-relational
902501095452418048,unclassified
902486066107752448,unclassified
902485985664974848,diplomatic-relational
902472603427844096,unclassified
902470887420686336,diplomatic-relational
902469878036168705,digital-influential
902455789385916416,unclassified
902440692705763329,digital-influential
902425588526235648,digital-influential
902410487702233089,diplomatic-relational
902395406222426112,religious-referential
902349836510519297,digital-influential
902289698265194496,religious-referential
902282144042516480,unclassified
902274601857818628,unclassified
902267047266050048,diplomatic-relational
902259498156384256,religious-referential
902253231560065024,religious-referential
902244400495030278,religious-referential
902236845978787840,unclassified
902229301038379008,religious-referential
902225268634513409,digital-influential
891780445188366338,religious-referential
891765355843960832,unclassified
891757796617748480,diplomatic-relational
891750248518897664,diplomatic-relational
891742693893787653,religious-referential
891735143236247552,unclassified
891727601995141121,religious-referential
891720052801777666,diplomatic-relational
891712499510202369,religious-referential
891704952912883712,religious-referential
891697397520146432,unclassified
891689855574360066,religious-referential
891674749092417537,religious-referential
891659661191065600,religious-referential
891644554994081797,religious-referential
891614348891758592,digital-influential
891599249439379457,unclassified
891584153698914304,unclassified
891553952138797056,religious-referential
891538853101789184,digital-influential
891418058157432832,unclassified
891410505067147264,diplomatic-relational
891402958847574016,diplomatic-relational
891395408311705600,diplomatic-relational
891387862356197383,unclassified
891380305990471684,unclassified
891372759032492032,religious-referential
891365206923907073,religious-referential
891362438762967041,digital-influential
891357663757512704,diplomatic-relational
891350112571723779,religious-referential
891342557505966080,unclassified
891340292187541508,digital-influential
891335011458273280,religious-referential
891327465703985152,diplomatic-relational
891312362275340288,religious-referential
891303541360533504,digital-influential
891297272603983873,religious-referential
891291724990996480,digital-influential
891282168688762880,unclassified
880538869745242114,religious-referential
880523773509750785,digital-influential
880516224601300994,unclassified
880508674694725633,religious-referential
880501120770224132,religious-referential
880493577939374080,religious-referential
880478476712763393,diplomatic-relational
880470935756824576,religious-referential
880463379931987973,unclassified
880455833758433280,unclassified
880440732992946176,diplomatic-relational
880440722192818177,religious-referential
880395426095964160,religious-referential
880380333232758785,unclassified
880365231733587968,diplomatic-relational
880350126916608000,religious-referential
880319926174715905,religious-referential
870052278845063168,unclassified
870037182035238913,unclassified
870022074676412416,digital-influential
870006983495176192,religious-referential
869991883539435524,unclassified
869986951293657089,religious-referential
869985729363013632,unclassified
869984562469773312,digital-influential
869981808213020677,digital-influential
869976781260038144,digital-influential
869961684605169668,unclassified
869959156328943616,digital-influential
869931485725413377,religious-referential
869919424542801925,unclassified
869916378186137600,religious-referential
869908321674829825,digital-influential
869901288993046529,religious-referential
869900354951008258,diplomatic-relational
869899261563084801,religious-referential
869886186717945856,unclassified
869883576971649025,unclassified
869882614588612608,unclassified
869871080063721472,religious-referential
869865043696988160,diplomatic-relational
869864204777517056,religious-referential
869863178234212352,diplomatic-relational
869861858261573632,religious-referential
869855975993335809,unclassified
869853963549528064,digital-influential
869840885600727040,digital-influential
869833435598258176,religious-referential
869825972555710469,digital-influential
869825786500583425,diplomatic-relational
869818719651934208,unclassified
869818669844635648,unclassified
869818190460846080,diplomatic-relational
869810677749170177,unclassified
869795584349151232,unclassified
869765380935430145,religious-referential
869750282909081600,diplomatic-relational
859180636598407169,religious-referential
859150451937333249,unclassified
859150445033410560,unclassified
859135349863403520,diplomatic-relational
859120243620409344,unclassified
859112691893387265,religious-referential
859105644611284993,digital-influential
859105146818641920,unclassified
859097595892953088,religious-referential
859090047009603585,religious-referential
859082995029778432,digital-influential
859082498952884224,religious-referential
859067397541695488,diplomatic-relational
859059846414553091,unclassified
859057934990540800,diplomatic-relational
859052295463612417,religious-referential
859037191346860032,diplomatic-relational
859037188909957120,unclassified
859036937717374977,digital-influential
859022109481107456,diplomatic-relational
859014546031247364,digital-influential
859006998343438336,unclassified
858999448986406912,unclassified
858991908063821824,religious-referential
858991895669874689,unclassified
858980199584731137,diplomatic-relational
858969252325228544,diplomatic-relational
858954144245272576,unclassified
858939042615902208,unclassified
858931494227591168,unclassified
858893751602872320,unclassified
858893747953823744,unclassified
858878647913951233,unclassified
858863552727220224,religious-referential
858859522651238401,digital-influential
858848448191352832,unclassified
858833352219963392,religious-referential
858818249210945536,digital-influential
858795604377513987,diplomatic-relational
858791824986562560,unclassified
848309003461562369,unclassified
848286353339150337,unclassified
848278800139919360,digital-influential
848263707192963072,unclassified
848256153272430592,unclassified
848241053324980228,religious-referential
848233514352988161,diplomatic-relational
848226457709142016,digital-influential
848206574514348033,digital-influential
848203314042998788,unclassified
848195755408068609,unclassified
848188216557621248,religious-referential
848183368609144833,religious-referential
848180662196719618,diplomatic-relational
848180112919080960,diplomatic-relational
848173111186923520,religious-referential
848165808165462019,digital-influential
848165564862345217,unclassified
848158013592555521,religious-referential
848150460221476865,religious-referential
848145637485023233,diplomatic-relational
848142912147816448,religious-referential
848140915663392769,digital-influential
848120256061218816,unclassified
848118175896150017,diplomatic-relational
848112709098889217,diplomatic-relational
848112708071436288,digital-influential
848105680779214848,religious-referential
848097615313063936,diplomatic-relational
848090025938079746,religious-referential
848074960535007234,religious-referential
848067412247416832,religious-referential
848059859002171392,unclassified
848037209638752256,unclassified
848022110073233408,religious-referential
848007016895451136,unclassified
847996440467124226,digital-influential
847976811212492800,religious-referential
847961718340935680,religious-referential
847946623690952704,unclassified
837346785970499584,unclassified
837340866285027329,digital-influential
837339221249646595,diplomatic-relational
837339220913987584,unclassified
837331681715630080,unclassified
837324120903704576,religious-referential
837316579796873216,religious-referential
837314480321224704,digital-influential
837309026643795970,diplomatic-relational
837286377918251008,religious-referential
837279731913539584,diplomatic-relational
837271269741453312,unclassified
837265561268719621,religious-referential
837258791003516928,religious-referential
837241068823314432,unclassified
837225978954940417,religious-referential
837210876834893825,digital-influential
837195773334982661,religious-referential
837188223680057346,diplomatic-relational
837165575981785088,religious-referential
837150471802408960,unclassified
837135375973888001,religious-referential
837120278941462528,religious-referential
837105182722899968,digital-influential
837074985869008897,diplomatic-relational
837052332957450240,unclassified
837044782710976512,digital-influential
837035051841957891,diplomatic-relational
837029697485615104,diplomatic-relational
837026624210087936,diplomatic-relational
826565727033319428,religious-referential
826543079490363392,unclassified
826535547548020736,unclassified
826520446279376896,diplomatic-relational
826512884255641605,unclassified
826505335724597248,unclassified
826497782810685440,religious-referential
826490239447396352,diplomatic-relational
826482685073780736,religious-referential
826475135376896002,unclassified
826467583486369794,unclassified
826460042509459457,digital-influential
826452492162568192,digital-influential
826437388985475073,diplomatic-relational
826429837002887168,diplomatic-relational
826417255332401153,digital-influential
826414737365667840,religious-referential
826408787019984896,diplomatic-relational
826407192437813249,religious-referential
826399639133790209,unclassified
826384535587794944,unclassified
826376981654540289,religious-referential
826372011601567744,digital-influential
826354335638446081,digital-influential
826339240606720000,unclassified
826331684920365056,unclassified
826324141418696705,diplomatic-relational
826316587284049920,religious-referential
826309034898698240,unclassified
826293944732549120,diplomatic-relational
826278840703946752,religious-referential
826263737686388736,religious-referential
826233548759822337,digital-influential
826218447772151808,religious-referential
826203340358950915,unclassified
826180693059366914,religious-referential
826173151566524416,religious-referential
826158053439401985,unclassified
826142944050634753,unclassified
826135401563881473,unclassified
815618602107748352,diplomatic-relational
815611053996462080,unclassified
815603498335096833,religious-referential
815599721234530304,unclassified
815597456343695360,digital-influential
815595946914422784,unclassified
815592176172175360,unclassified
815588407309012996,digital-influential
815584621110947841,unclassified
815580847814254596,unclassified
815577071384666112,unclassified
815574807957807105,digital-influential
815573297827983362,religious-referential
815569519460683776,diplomatic-relational
815565751234895872,diplomatic-relational
815561979871969280,digital-influential
815554424013586432,unclassified
815546873436114944,diplomatic-relational
815543103901708288,unclassified
815539827374432256,digital-influential
815539322027970560,unclassified
815535551516327937,unclassified
815531774130331648,diplomatic-relational
815529695836078080,diplomatic-relational
815524222374215680,unclassified
815520446103719937,unclassified
815516671549050880,diplomatic-relational
815514764734504960,diplomatic-relational
815512903025573888,religious-referential
815509123752022016,unclassified
815505347674836993,religious-referential
815501577679048704,diplomatic-relational
815497807939313664,digital-influential
815497295202394112,digital-influential
815494025071370240,diplomatic-relational
804822460495433728,religious-referential
804799810364645376,unclassified
804792267969949697,unclassified
804777164805521409,digital-influential
804769610176208896,unclassified
804762058185121793,religious-referential
804759253105995776,diplomatic-relational
804756525042593792,unclassified
804755671598112768,digital-influential
804754513525673984,religious-referential
804746966169174016,diplomatic-relational
804739415989948416,unclassified
804731868667084800,unclassified
804731522968383488,diplomatic-relational
804730319500902400,diplomatic-relational
804724313651900421,unclassified
804723050906193920,digital-influential
804716788730695682,diplomatic-relational
804716764605116419,unclassified
804709211401756673,religious-referential
804701663248392193,religious-referential
804700401366876164,digital-influential
804694118181933056,diplomatic-relational
804686568413949953,diplomatic-relational
804682048132775936,diplomatic-relational
804679240629309440,unclassified
804679015097364480,religious-referential
804671470106333184,unclassified
804665421882212352,digital-influential
804663917393903616,religious-referential
804661351796928512,diplomatic-relational
804656363305631744,religious-referential
804650907669565440,unclassified
804648810433548291,unclassified
804641263215484930,unclassified
804634276180402177,diplomatic-relational
804633714978332672,unclassified
804626166661443585,unclassified
804622137927421952,digital-influential
804611070648348673,unclassified
793950817384599553,unclassified
793931945256198145,unclassified
793928174363090944,unclassified
793920625551216640,religious-referential
793905526165954560,unclassified
793897972710813696,unclassified
793890422774853632,religious-referential
793882882678882304,unclassified
793875331731984384,diplomatic-relational
793867778734292997,diplomatic-relational
793860243763585024,unclassified
793856449843761152,religious-referential
793854684800974848,digital-influential
793852685946462208,unclassified
793845141949657089,unclassified
793841346490621952,diplomatic-relational
793837873816535044,unclassified
793837579900743680,religious-referential
793832035186012160,digital-influential
793830041494786053,religious-referential
793826251756539910,religious-referential
793822481660284928,diplomatic-relational
793814935365115906,unclassified
793812818332160000,diplomatic-relational
793811153218482176,diplomatic-relational
793810986935418880,diplomatic-relational
793807373357944833,diplomatic-relational
793805615504187392,diplomatic-relational
793799827096276992,diplomatic-relational
793799149028245504,diplomatic-relational
793798252688711680,digital-influential
793796050888847360,digital-influential
793796049479532544,religious-referential
793792276799553537,unclassified
793791247651577856,diplomatic-relational
793784735013171200,unclassified
793780948949098497,digital-influential
793779400894545920,diplomatic-relational
793777179045744640,unclassified
